"Subject","SubTrial","Phase.Trial.","Belief.RESP","StatementType","TestItem.RESP","OtherAnswer.RESP","CR.RESP","Alternate","Target","Topic","L2.Recall.Class","L1.Recall.Class","CB","HeadlineType","BeliefBase.RESP","Familiarity.RESP","Attention_Sum","RN_Correct","FN_Intrusion","RN_Ambiguous","RN_Error","Check_1","FN_Correct","RN_Intrusion","FN_Ambiguous","FN_Error","Check_2","Correction_Class_2","Correction_Class_3","Cor_Class_FN_Recall","Cor_Class_No_FN_Recall","No_Cor_Class","Memory_Classification"
151,20,"Test",4,"Repeated","21billion",NA,0,"5 billion","2.1 billion","Obama_Website","2",NA,3,"Repeated",4,3,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
151,59,"Test",4,"Correction_Misinfo","GunmanufactureswhoclaimtobeChristian","Gunowners",1,"Gun Owners","Gun Manufacturers","Pope_GunControl","2","1",3,"Correction_Misinfo",3,3,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
151,19,"Test",4,"Repeated","BillClinton",NA,0,"Obama","Clinton","Pres_Vacation","2",NA,3,"Repeated",2,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
151,11,"Test",5,"Correction","2million",NA,0,"2 million","2","Race_Starbucks","1",NA,3,"Correction",5,1,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
151,39,"Test",5,"Correction_Label","2000","Itsaidsince1920",1,"1928","2007","Rep_Control","E","E",3,"Correction_Label",2,4,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
151,13,"Test",4,"Repeated","Becausemostpeopledonthavehelthinsuranceinthoseareas",NA,0,"They do not have access to high-speed internet","They serve people who are less likely to have health insurance","Rural_Hospitals","2",NA,3,"Repeated",4,2,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
151,17,"Test",5,"Correction_Misinfo","10million","Itsaid30million",1,"About 38 million people","<10 million people.","SKorea_Population","2","E",3,"Correction_Misinfo",4,5,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
151,4,"Test",5,"Correction","55million","Itpreviouslysaid10Million",1,"20 million more","5.8 million more","Soccer_Revenue_Gap","E","E",3,"Correction",4,1,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
151,7,"Test",5,"Correction_Label","AmedleyofUSmilitarymarches","ItsaidtheyplayedtheImperialMarchfromStarWars",1,"Imperial March from ""Star Wars""","U.S. military anthems","StarWars_Trump","2","1",3,"Correction_Label",1,4,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
151,50,"Test",5,"Correction","20000","tsaid270000",1,"360,000","3,709","SwimmingPool_Deaths","E","E",3,"Correction",2,3,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
151,2,"Test",6,"Correction_Label","Socialprogramssuchasmedicare","Thatitwenttthemilitary",1,"Military (""War on Terror"")","Social (""Medicare"")","Tax_Allocation","2","1",3,"Correction_Label",4,4,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
151,14,"Test",4,"Correction_Label","Yes","Itsaidthereisntalaw",1,"No there is no law","Yes there is a law","Tax_Pres_Law","2","1",3,"Correction_Label",4,5,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
151,41,"Test",5,"Repeated","Bysimulatinghittingapedestrian",NA,0,"Dropping a bowling ball","Simulation of hitting a person","Test_American_Cars","2",NA,3,"Repeated",4,2,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
151,38,"Test",5,"Correction","Becausesomeoneyelledgun","Someoneyelledamodelsnamethatcausedhimtoberushedoffthestage",1,"Someone yelled that model Chrissy Teigen was in the audience","Someone yelled the word “gun""","Trump_ChrissyTeigen","2","1",3,"Correction",2,4,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
151,33,"Test",5,"Correction_Misinfo","BernieSanders","MittRomneysaidthat",1,"Republican Mitt Romney","Democrat Bernie Sanders","Trump_Emotional","2","1",3,"Correction_Misinfo",4,3,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
151,9,"Test",4,"Correction_Label","ThelowestamountsinceWWII","ItsaidthathepassedthemostinUShistory",1,"More than any other president","Less than any since WW2","Trump_Signed_Legislation","2","1",3,"Correction_Label",5,2,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
151,37,"Test",4,"Correction_Label","200","Idontthinkstatedanoverallamount",1,"24","329","UN_Resolutions","E","E",3,"Correction_Label",4,2,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
151,47,"Test",6,"Correction","China","UnitedKingdom",1,"The United Kingdom","China","US_Trading_Partner","2","1",3,"Correction",2,5,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
151,26,"Test",4,"Repeated","Aselectfew",NA,0,"All student-athletes","Given to a limited number of student-athletes","UT_Athletes_Ipad","2",NA,3,"Repeated",2,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
151,6,"Test",6,"Repeated","Thatheresnocorrelation",NA,0,"Vaccines cause autism","Do not cause autism","Vaccines_Autism","2",NA,3,"Repeated",5,5,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
151,15,"Test",5,"Repeated","9",NA,0,"70%","9%","Veteran_Suicide","2",NA,3,"Repeated",4,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
151,16,"Test",4,"Correction","2008","Itsai2016hadthelowestturnout",1,"lowest since 1996","Higher than 2012","Voter_Turnout","E","1",3,"Correction",4,4,5,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
152,59,"Test",2,"Correction_Misinfo","Prolife","Itswaslifeuntilrecently",1,"Changed from pro choice to pro life","Stayed Pro life","Abortion_Bieber","2","E",4,"Correction_Misinfo",1,1,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,11,"Test",4,"Correction","1","10",1,"Third largest export","0.10%","Africa_Revenue","2","E",4,"Correction",4,1,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,18,"Test",5,"Correction","9","pass",1,"30 years","21 years","Alabama_Senate","E","E",4,"Correction",4,1,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
152,9,"Test",6,"Correction_Label","Theyareonthelistforbeingatriskforextcintion",NA,0,"Numbers are strong and healthy","Listed as an endangered species","Alaska_PolarBears","2",NA,4,"Correction_Label",1,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,27,"Test",6,"Correction","20","60",1,"20%","6%","Amazon_Rainforest","1","E",4,"Correction",5,2,5,0,1,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Fake News Intrusion"
152,2,"Test",4,"Correction_Label","pass","Applewatchwasthefirstdevice",1,"Apple Watch Series 4","AliveCor's KardiaMobile","Apple_Heart_Monitor","E","1",4,"Correction_Label",3,1,5,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
152,36,"Test",2,"Correction_Label","Europeans","Americans",1,"Americans","Europeans","Automobile_Invention","2","1",4,"Correction_Label",6,6,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,20,"Test",6,"Repeated","10000000",NA,0,">$29,000.",">$10,000,000.","Bernie_Tax_Income","2",NA,4,"Repeated",5,5,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,31,"Test",5,"Repeated","Placinghischildrenincollege",NA,0,"By attending college","By putting his children through college","Biden_StudentDebt","2",NA,4,"Repeated",3,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,21,"Test",5,"Correction_Misinfo","2004","pass",1,"2017","2004","Black_Homeownership","2","E",4,"Correction_Misinfo",4,NA,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,30,"Test",4,"Correction_Label","150",NA,0,"1 million","1.5","Bloomberg_Campaign_Money","2",NA,4,"Correction_Label",5,2,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,19,"Test",3,"Repeated","Ifthebristleswespreadoutthrrightway",NA,0,"When the earth's gravitational pull is just right","When the bristles are spread just right","Brooms_Standing","2",NA,4,"Repeated",1,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,1,"Test",1,"Repeated","powerlinesfalling",NA,0,"Bad forest management","Downed electric power lines","Cali_Fires","2",NA,4,"Repeated",2,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,54,"Test",1,"Correction","Itscitizens",NA,0,"Homeowners","Water agencies","Cali_Statelaw","1",NA,4,"Correction",1,NA,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
152,28,"Test",4,"Correction","90","Therearenocompetitivechessplayer",1,"0","90","Chess_Players","2","1",4,"Correction",3,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,45,"Test",6,"Correction_Misinfo","Tosustainhurricanes","nordertobeabletotakethemapartdurigstorms",1,"Can be disassembled in the event of a hurricane","Can withstand hurricane-force winds","Cinderella_Castle","2","1",4,"Correction_Misinfo",1,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,48,"Test",3,"Repeated","NewZealand",NA,0,"United States","New Zealand","Cleanest_Air","2",NA,4,"Repeated",3,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,44,"Test",2,"Repeated","19billiondollars",NA,0,"3 Billion","1.4 Billion","Clinton_Nkorea","E",NA,4,"Repeated",1,1,5,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
152,57,"Test",4,"Correction_Misinfo","10","Thetopmosttradedcommidity",1,"2nd","15th","Coffee","E","E",4,"Correction_Misinfo",5,5,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
152,6,"Test",4,"Repeated","Itincreasedtheirsales","Itnegativeltaffectedtheirsales",1,"Sharp decrease","Sharp increase","CoronaBeer_COVID","2","1",4,"Repeated",1,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,52,"Test",5,"Correction_Label","ApoliticalfigreofIllinoisnotstoppingariot","Flooding",1,"Flooding","Hesitation to respond by governor","Disease_Illinois","2","1",4,"Correction_Label",1,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,51,"Test",6,"Correction_Misinfo","TheUSproducesmoreenergythanitconsumes",NA,0,"More produced","More consumed","Energy_Independence","1",NA,4,"Correction_Misinfo",6,6,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
152,38,"Test",4,"Correction","California","Virginia",1,"Virginia","California","Federal_State_Dollars","2","1",4,"Correction",3,3,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,35,"Test",6,"Repeated","Itincreased",NA,0,"Rose 25%","Rose 15%","Gas_2018","A",NA,4,"Repeated",5,6,5,0,0,1,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
152,12,"Test",6,"Correction_Misinfo","Itdoesbalanceoutwiththeicemeltingrat","pass",1,"Outweighs melting","Does not outweigh melting","Global_Warming_Antarctica","1","E",4,"Correction_Misinfo",1,1,5,0,1,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Fake News Intrusion"
152,16,"Test",5,"Correction","15","25",1,"25%","13%","GunControl_Background","E","1",4,"Correction",5,4,5,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
152,55,"Test",6,"Correction_Label","Iftheyhaveagovernmentconsentedforms","Policeofficerscanconfiscateacitizensfirearmanyime",1,"At any time","Require a warrant","GunControl_Warrant","2","1",4,"Correction_Label",1,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,33,"Test",6,"Correction_Misinfo","1million","12million",1,">12 million",">1 million","Hurricane_Relief","2","1",4,"Correction_Misinfo",6,6,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,60,"Test",5,"Correction","12",NA,0,"Increased by 78%","Dropped by 61%","Illegal_Traffic_Rate","E",NA,4,"Correction",4,4,5,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
152,58,"Test",4,"Correction_Label","Foraprotes","Hewasplacedinacageafterthhewasseperatedfrohisparents",1,"Separated from parents","At a protest","Immigration_Boy_Cage","2","1",4,"Correction_Label",5,4,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,46,"Test",4,"Correction_Misinfo","60","18",1,">38%","60%","Liberian_Women","2","E",4,"Correction_Misinfo",4,5,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,13,"Test",1,"Repeated","Itwasnotappropriate",NA,0,"They did not want to pledge allegiance","It did not meet etiquette standards","Library_AmericanFlag","2",NA,4,"Repeated",1,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,26,"Test",6,"Repeated","yes",NA,0,"Does not alter state or federal benefits","Changes state and federal benefits","Marriage_License_Benefits","2",NA,4,"Repeated",5,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,5,"Test",5,"Correction_Misinfo","7","5",1,"270","19","Mass_Shootings","E","E",4,"Correction_Misinfo",4,4,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
152,53,"Test",5,"Repeated","7",NA,0,"Decreased by 40%","Decreased by 25%","Mexican_Border_Crossings","E",NA,4,"Repeated",4,5,5,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
152,29,"Test",5,"Correction_Label","USmilitaryreceivdpayraiseseachyear","TheUSmilitarydoesntreceivepayraises",1,"None in 10 years","Every year since 1983","Military_Pay","2","E",4,"Correction_Label",5,NA,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,14,"Test",4,"Correction_Label","Nearnaturalparks","Caves",1,"Cave systems","National parks","Missing_People","2","1",4,"Correction_Label",1,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,49,"Test",5,"Repeated","1980",NA,0,"2017","1980","Murder_Year","2",NA,4,"Repeated",4,3,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,50,"Test",5,"Correction","21billiondollars","5billion",1,"5 billion","2.1 billion","Obama_Website","2","1",4,"Correction",3,2,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,41,"Test",3,"Repeated","CompanyiesthatsellgunsandcallthemselvesChristians","pass",1,"Gun Owners","Gun Manufacturers","Pope_GunControl","2","E",4,"Repeated",2,1,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,42,"Test",2,"Correction","Clinton","Obama",1,"Obama","Clinton","Pres_Vacation","2","1",4,"Correction",4,3,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,37,"Test",5,"Correction_Label","2","Theheadlinedidntstatetheamount",1,"2 million","2","Race_Starbucks","2","E",4,"Correction_Label",2,1,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,17,"Test",5,"Correction_Misinfo","2007","1994",1,"1928","2007","Rep_Control","2","E",4,"Correction_Misinfo",2,1,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,32,"Test",5,"Correction","Thetrytogivecaretothosethatdothavehealthinsurance","Thyhavenointernet",1,"They do not have access to high-speed internet","They serve people who are less likely to have health insurance","Rural_Hospitals","2","1",4,"Correction",1,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,15,"Test",5,"Repeated","10billion",NA,0,"About 38 million people","<10 million people.","SKorea_Population","E",NA,4,"Repeated",5,3,5,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
152,39,"Test",4,"Correction_Label","58billiondollars","58billiondollars",1,"20 million more","5.8 million more","Soccer_Revenue_Gap","E","E",4,"Correction_Label",2,1,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
152,34,"Test",5,"Correction_Misinfo","Americananthem","AStarWarsmarchingsong",1,"Imperial March from ""Star Wars""","U.S. military anthems","StarWars_Trump","2","1",4,"Correction_Misinfo",3,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,22,"Test",5,"Correction_Label","3107","Around12000",1,"360,000","3,709","SwimmingPool_Deaths","E","E",4,"Correction_Label",4,2,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
152,24,"Test",5,"Correction_Misinfo","Medicare","Safetyforwarefforts",1,"Military (""War on Terror"")","Social (""Medicare"")","Tax_Allocation","2","1",4,"Correction_Misinfo",4,3,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,3,"Test",4,"Correction_Misinfo","yes",NA,0,"No there is no law","Yes there is a law","Tax_Pres_Law","2",NA,4,"Correction_Misinfo",2,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,8,"Test",5,"Correction","Btestingtheirimpactsonhittingpedistrimanicans","Bydroppingabowlingballontheca",1,"Dropping a bowling ball","Simulation of hitting a person","Test_American_Cars","2","1",4,"Correction",2,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,7,"Test",6,"Correction_Label","Someoneyelledgun","Someonesaidthatacelebritywasinthecrowd",1,"Someone yelled that model Chrissy Teigen was in the audience","Someone yelled the word “gun""","Trump_ChrissyTeigen","2","1",4,"Correction_Label",1,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,56,"Test",6,"Repeated","Sanders","JoeBiden",1,"Republican Mitt Romney","Democrat Bernie Sanders","Trump_Emotional","2","E",4,"Repeated",5,4,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,40,"Test",2,"Correction_Misinfo","notmany","Hesignedthemostlegislations",1,"More than any other president","Less than any since WW2","Trump_Signed_Legislation","2","1",4,"Correction_Misinfo",6,5,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,10,"Test",4,"Correction_Misinfo","20","50",1,"24","329","UN_Resolutions","E","E",4,"Correction_Misinfo",5,4,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
152,43,"Test",6,"Correction_Label","China","UnitedKingdom",1,"The United Kingdom","China","US_Trading_Partner","2","1",4,"Correction_Label",3,2,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,47,"Test",5,"Correction","Alimitednumberofathletes","Allathletes",1,"All student-athletes","Given to a limited number of student-athletes","UT_Athletes_Ipad","2","1",4,"Correction",2,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
152,23,"Test",5,"Correction","Vaccinesdonthaveacorrelationwithautism",NA,0,"Vaccines cause autism","Do not cause autism","Vaccines_Autism","2",NA,4,"Correction",1,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
152,4,"Test",4,"Correction","9","15",1,"70%","9%","Veteran_Suicide","2","E",4,"Correction",2,1,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
152,25,"Test",2,"Correction_Label","2012",NA,0,"lowest since 1996","Higher than 2012","Voter_Turnout","2",NA,4,"Correction_Label",2,2,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
153,41,"Test",4,"Repeated","prolife",NA,0,"Changed from pro choice to pro life","Stayed Pro life","Abortion_Bieber","2",NA,1,"Repeated",4,4,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
153,37,"Test",5,"Correction_Label","9","80",1,"Third largest export","0.10%","Africa_Revenue","E","E",1,"Correction_Label",3,1,5,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
153,30,"Test",4,"Correction_Label","70years",NA,0,"30 years","21 years","Alabama_Senate","E",NA,1,"Correction_Label",5,4,5,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
153,40,"Test",6,"Correction_Misinfo","theyareendangered","theywerethrivingandoingwell",1,"Numbers are strong and healthy","Listed as an endangered species","Alaska_PolarBears","2","1",1,"Correction_Misinfo",1,5,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
153,52,"Test",5,"Correction_Label","6","20",1,"20%","6%","Amazon_Rainforest","2","1",1,"Correction_Label",5,5,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
153,24,"Test",5,"Correction_Misinfo","notapple","applewatchseries4",1,"Apple Watch Series 4","AliveCor's KardiaMobile","Apple_Heart_Monitor","E","1",1,"Correction_Misinfo",5,4,5,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
153,51,"Test",5,"Correction_Misinfo","europeans","americans",1,"Americans","Europeans","Automobile_Invention","2","1",1,"Correction_Misinfo",5,6,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
153,50,"Test",6,"Correction","10000000","29000",1,">$29,000.",">$10,000,000.","Bernie_Tax_Income","2","1",1,"Correction",4,5,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
153,27,"Test",4,"Correction","collegetuitiondebt",NA,0,"By attending college","By putting his children through college","Biden_StudentDebt","A",NA,1,"Correction",4,5,5,0,0,1,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
153,44,"Test",4,"Repeated","2004",NA,0,"2017","2004","Black_Homeownership","2",NA,1,"Repeated",4,4,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
153,5,"Test",5,"Correction_Misinfo","105","1milliondolltoeveryamerican",1,"1 million","1.5","Bloomberg_Campaign_Money","E","1",1,"Correction_Misinfo",1,1,5,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
153,42,"Test",3,"Correction","whenearthisatacertianangleandsomethingaboutgravity",NA,0,"When the earth's gravitational pull is just right","When the bristles are spread just right","Brooms_Standing","1",NA,1,"Correction",2,5,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
153,28,"Test",2,"Correction","poorparkmanagement",NA,0,"Bad forest management","Downed electric power lines","Cali_Fires","1",NA,1,"Correction",2,2,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
153,58,"Test",5,"Correction_Label","thewatercompanieswillbefined10000","theresidantthemselveswouldhavetopay10000everyday",1,"Homeowners","Water agencies","Cali_Statelaw","2","1",1,"Correction_Label",3,5,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
153,36,"Test",5,"Correction_Label","90","nonehadattainedtherank",1,"0","90","Chess_Players","2","1",1,"Correction_Label",4,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
153,26,"Test",5,"Repeated","towithstandhurricanewinds",NA,0,"Can be disassembled in the event of a hurricane","Can withstand hurricane-force winds","Cinderella_Castle","2",NA,1,"Repeated",5,NA,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
153,38,"Test",5,"Correction","newzealand","theushadthecleanestair",1,"United States","New Zealand","Cleanest_Air","2","1",1,"Correction",2,2,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
153,16,"Test",4,"Correction","19billio","14billion",1,"3 Billion","1.4 Billion","Clinton_Nkorea","E","2",1,"Correction",4,4,5,0,0,0,1,1,0,1,0,0,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
153,53,"Test",5,"Repeated","17th",NA,0,"2nd","15th","Coffee","E",NA,1,"Repeated",5,6,5,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
153,23,"Test",5,"Correction","itincreased","itdidntsayitwascorrectedbutiremberlasttimeitsayingsalesdrop",1,"Sharp decrease","Sharp increase","CoronaBeer_COVID","2","1",1,"Correction",1,5,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
153,12,"Test",3,"Correction_Misinfo","thegovernerdidnotdohisjob","itdidntmentionthegojustabouttheflood",1,"Flooding","Hesitation to respond by governor","Disease_Illinois","2","1",1,"Correction_Misinfo",4,2,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
