date,time,group,subject,Age_Group,session,build,DOB_response,DOB_latency,Age_response,Age_latency,Sex_response,Sex_latency,Handedness_response,Handedness_latency,English_Langauge_response,English_Langauge_latency,Ethnicity_response,Ethnicity_latency,Raceoption_response,Raceoption1_latency,Education_Years_response,Education_Years_latency,Education_Attainment_response,Education_Attainment_latency,Technical_Difficultiesoption1_response,Technical_Difficultiesoption1_latency,Technical_Difficultiesoption2_response,Technical_Difficultiesoption2_latency,Technical_Difficultiesother_response,Technical_Difficultiesother_latency
2023-01-10,13:45:06,3,63b9ff9f64549294f0abe3c1,Older,1,6.5.2,7311953,36128,69,36128,Female,36128,Right hand,36128,Yes,36128,Not Hispanic or Latino,36997,White,36997,12 (high school),36997,Diploma/GED,36997,"No, I had no technical difficulties",36997,,36997,,36997
2023-01-10,11:07:26,3,638476f72ab8021be345e3ac,Older,1,6.6.1,1061955,64800,68,64800,Female,64800,Right hand,64800,Yes,64800,Not Hispanic or Latino,29293,White,29293,14 (two years of college),29293,Associates,29293,"No, I had no technical difficulties",29293,,29293,,29293
2023-01-10,11:11:15,3,63972b68541bab989795da48,Older,1,6.6.1,4101957,41780,65,41780,Female,41780,Right hand,41780,Yes,41780,Not Hispanic or Latino,25777,White,25777,14 (two years of college),25777,Associates,25777,"No, I had no technical difficulties",25777,,25777,,25777
2023-01-10,14:04:49,3,636ac3f10d9f3b6a0eb54eeb,Older,1,6.6.1,13011955,80851,67,80851,Male,80851,Right hand,80851,Yes,80851,Not Hispanic or Latino,128579,White,128579,12 (high school),128579,Bachelors,128579,"No, I had no technical difficulties",128579,,128579,,128579
2023-01-10,13:20:33,3,63782709326973c77adc3db8,Older,1,6.6.1,9301957,42335,65,42335,Female,42335,Right hand,42335,Yes,42335,Not Hispanic or Latino,32663,White,32663,18 (six years of college),32663,Bachelors,32663,"No, I had no technical difficulties",32663,,32663,,32663
2023-01-10,13:22:45,3,638553da17c73e0a8a036717,Older,1,6.5.2,6301953,42117,69,42117,Female,42117,Left hand,42117,Yes,42117,Not Hispanic or Latino,34862,White,34862,13 (one year of college),34862,Diploma/GED,34862,"No, I had no technical difficulties",34862,,34862,,34862
2023-01-10,13:29:33,3,608ca27f0fc273d395eb58bd,Older,1,6.6.1,11171957,78789,65,78789,Male,78789,Right hand,78789,Yes,78789,Not Hispanic or Latino,21948,White,21948,16 (four years of college),21948,Bachelors,21948,"No, I had no technical difficulties",21948,,21948,,21948
2023-01-10,14:33:09,3,639dc966f953a42bc397c24b,Older,1,6.6.1,8051948,72003,74,72003,Male,72003,Right hand,72003,Yes,72003,Not Hispanic or Latino,52832,White,52832,16 (four years of college),52832,Bachelors,52832,"No, I had no technical difficulties",52832,,52832,,52832
2023-01-10,14:40:15,3,637e447c16e05f6828930612,Older,1,6.5.2,7201955,51342,67,51342,Male,51342,Right hand,51342,Yes,51342,Not Hispanic or Latino,54908,White,54908,19 (seven years of college),54908,Doctorate/PhD,54908,"No, I had no technical difficulties",54908,,54908,,54908
2023-01-10,14:06:29,3,638e84c70418d8a2c0aa372e,Older,2,6.6.1,10221956,22528,66,22528,Female,22528,Right hand,22528,Yes,22528,Not Hispanic or Latino,27590,White,27590,19 (seven years of college),27590,Doctorate/PhD,27590,"No, I had no technical difficulties",27590,,27590,,27590
2023-01-11,11:06:35,3,6396831c7d4c5f44c1b16bf6,Older,1,6.6.1,6101955,36364,67,36364,Female,36364,Right hand,36364,Yes,36364,Not Hispanic or Latino,36249,White,36249,18 (six years of college),36249,Masters,36249,"No, I had no technical difficulties",36249,,36249,,36249
2023-01-31,14:24:03,3,63bcf141136313265f65eec9,Older,1,6.6.1,1213950,121474,72,121474,Female,121474,Right hand,121474,Yes,121474,Not Hispanic or Latino,22991,White,22991,14 (two years of college),22991,Associates,22991,"No, I had no technical difficulties",22991,,22991,,22991
2023-01-31,14:40:25,3,63b097fc106bd159ce5813e5,Older,1,6.5.2,7241950,56247,72,56247,Male,56247,Left hand,56247,Yes,56247,Not Hispanic or Latino,45317,Black or African AmericanWhite,45317,19 (seven years of college),45317,Doctorate/PhD,45317,"No, I had no technical difficulties",45317,,45317,,45317
2023-02-01,19:03:35,3,628bb39061393e64b1907bbb,Older,1,6.5.2,5311957,49998,65,49998,Male,49998,Right hand,49998,Yes,49998,Not Hispanic or Latino,27674,White,27674,18 (six years of college),27674,Masters,27674,"No, I had no technical difficulties",27674,,27674,,27674
